Designator,Mid X,Mid Y,Rotation,Layer
C1,131.625,-79.3125,270.0,top
C2,131.825,-109.3125,270.0,top
C3,152.275,-109.3125,270.0,top
C4,151.975,-79.425,270.0,top
C5,165.325,-76.4125,270.0,top
IC1,136.225,-78.925,0.0,top
IC2,136.225,-108.925,0.0,top
IC3,156.225,-79.0375,0.0,top
IC4,156.225,-108.925,0.0,top
J2,177.55,-93.075,90.0,top
